match_details,result,scores,date,venue,round,home,away,winner,win_by_runs,win_by_wickets,balls_remaining,innings1,innings1_runs,innings1_wickets,innings1_overs_batted,innings1_overs,innings2,innings2_runs,innings2_wickets,innings2_overs_batted,innings2_overs,D/L_method,target
"Midland/Wales/West Group:Northamptonshire v Gloucestershire at Northampton- Jul 8, 2004",Gloucestershire won by 8 wickets (with 5 balls remaining),Northamptonshire 42/5 (5/5 ov); Gloucestershire 44/2 (4.1/5 ov),08/07/2004,Northampton,Midland/Wales/West Group,Northamptonshire,Gloucestershire,Gloucestershire,,8,5,Northamptonshire,42,5,5,5,Gloucestershire,44,2,4.1,5,,
"North Group:Yorkshire v Leicestershire at Leeds- Jul 8, 2004",Leicestershire won by 10 runs,Leicestershire 221/3 (20/20 ov); Yorkshire 211/6 (20/20 ov),08/07/2004,Leeds,North Group,Yorkshire,Leicestershire,Leicestershire,10,,,Leicestershire,221,3,20,20,Yorkshire,211,6,20,20,,
"North Group:Durham v Lancashire at Chester-le-Street- Jul 9, 2004",Lancashire won by 5 wickets (with 10 balls remaining),Durham 111/8 (20/20 ov); Lancashire 112/5 (18.2/20 ov),09/07/2004,Chester-le-Street,North Group,Durham,Lancashire,Lancashire,,5,10,Durham,111,8,20,20,Lancashire,112,5,18.2,20,,
"Midland/Wales/West Group:Gloucestershire v Somerset at Bristol- Jul 9, 2004",No result,Somerset 151 (19.1/20 ov),09/07/2004,Bristol,Midland/Wales/West Group,Gloucestershire,Somerset,No result,,,,Somerset,151,10,19.1,20,,,,,,,
"North Group:Nottinghamshire v Derbyshire at Nottingham- Jul 9, 2004",Derbyshire won by 9 runs,Derbyshire 163/7 (20/20 ov); Nottinghamshire 154/8 (20/20 ov),09/07/2004,Nottingham,North Group,Nottinghamshire,Derbyshire,Derbyshire,9,,,Derbyshire,163,7,20,20,Nottinghamshire,154,8,20,20,,
"South Group:Surrey v Kent at The Oval- Jul 9, 2004",Surrey won by 3 runs,Surrey 185/7 (20/20 ov); Kent 182/9 (20/20 ov),09/07/2004,The Oval,South Group,Surrey,Kent,Surrey,3,,,Surrey,185,7,20,20,Kent,182,9,20,20,,
"Midland/Wales/West Group:Warwickshire v Worcestershire at Birmingham- Jul 9, 2004",Worcestershire won by 3 wickets (with 3 balls remaining),Warwickshire 146 (19.5/20 ov); Worcestershire 150/7 (19.3/20 ov),09/07/2004,Birmingham,Midland/Wales/West Group,Warwickshire,Worcestershire,Worcestershire,,3,3,Warwickshire,146,10,19.5,20,Worcestershire,150,7,19.3,20,,
"South Group:Sussex v Hampshire at Hove- Jul 9, 2004",Hampshire won by 3 wickets (with 6 balls remaining),Sussex 67 (14.5/20 ov); Hampshire 69/7 (19/20 ov),09/07/2004,Hove,South Group,Sussex,Hampshire,Hampshire,,3,6,Sussex,67,10,14.5,20,Hampshire,69,7,19,20,,
"South Group:Middlesex v Essex at Southgate- Jul 12, 2004",Middlesex won by 9 wickets (with 10 balls remaining),Essex 120/8 (20/20 ov); Middlesex 121/1 (18.2/20 ov),12/07/2004,Southgate,South Group,Middlesex,Essex,Middlesex,,9,10,Essex,120,8,20,20,Middlesex,121,1,18.2,20,,
"Midland/Wales/West Group:Warwickshire v Northamptonshire at Birmingham- Jul 12, 2004",Northamptonshire won by 4 wickets (with 6 balls remaining),Warwickshire 123/7 (20/20 ov); Northamptonshire 125/6 (19/20 ov),12/07/2004,Birmingham,Midland/Wales/West Group,Warwickshire,Northamptonshire,Northamptonshire,,4,6,Warwickshire,123,7,20,20,Northamptonshire,125,6,19,20,,
"North Group:Durham v Derbyshire at Chester-le-Street- Jul 13, 2004",Derbyshire won by 4 wickets (with 9 balls remaining),Durham 117/9 (20/20 ov); Derbyshire 118/6 (18.3/20 ov),13/07/2004,Chester-le-Street,North Group,Durham,Derbyshire,Derbyshire,,4,9,Durham,117,9,20,20,Derbyshire,118,6,18.3,20,,
"South Group:Hampshire v Middlesex at Southampton- Jul 13, 2004",Hampshire won by 30 runs,Hampshire 170/7 (20/20 ov); Middlesex 140/8 (20/20 ov),13/07/2004,Southampton,South Group,Hampshire,Middlesex,Hampshire,30,,,Hampshire,170,7,20,20,Middlesex,140,8,20,20,,
"South Group:Kent v Sussex at Canterbury- Jul 13, 2004",Kent won by 47 runs,Kent 163/6 (20/20 ov); Sussex 116 (19.5/20 ov),13/07/2004,Canterbury,South Group,Kent,Sussex,Kent,47,,,Kent,163,6,20,20,Sussex,116,10,19.5,20,,
"North Group:Leicestershire v Nottinghamshire at Leicester- Jul 13, 2004",Leicestershire won by 40 runs,Leicestershire 150/7 (20/20 ov); Nottinghamshire 110 (19.2/20 ov),13/07/2004,Leicester,North Group,Leicestershire,Nottinghamshire,Leicestershire,40,,,Leicestershire,150,7,20,20,Nottinghamshire,110,10,19.2,20,,
"Midland/Wales/West Group:Somerset v Worcestershire at Taunton- Jul 13, 2004",Somerset won by 34 runs,Somerset 178/6 (20/20 ov); Worcestershire 144/4 (20/20 ov),13/07/2004,Taunton,Midland/Wales/West Group,Somerset,Worcestershire,Somerset,34,,,Somerset,178,6,20,20,Worcestershire,144,4,20,20,,
"Midland/Wales/West Group:Glamorgan v Gloucestershire at Cardiff- Jul 14, 2004",Glamorgan won by 32 runs,Glamorgan 162/7 (20/20 ov); Gloucestershire 130 (19.1/20 ov),14/07/2004,Cardiff,Midland/Wales/West Group,Glamorgan,Gloucestershire,Glamorgan,32,,,Glamorgan,162,7,20,20,Gloucestershire,130,10,19.1,20,,
"North Group:Yorkshire v Lancashire at Leeds- Jul 14, 2004",Yorkshire won by 8 wickets (with 13 balls remaining),Lancashire 168 (19.1/20 ov); Yorkshire 170/2 (17.5/20 ov),14/07/2004,Leeds,North Group,Yorkshire,Lancashire,Yorkshire,,8,13,Lancashire,168,10,19.1,20,Yorkshire,170,2,17.5,20,,
"North Group:Derbyshire v Leicestershire at Derby- Jul 15, 2004",Match abandoned without a ball bowled,,15/07/2004,Derby,North Group,Derbyshire,Leicestershire,Match abandoned without a ball bowled,,,,,,,,,,,,,,,
"North Group:Durham v Yorkshire at Chester-le-Street- Jul 15, 2004",Durham won by 7 wickets (with 10 balls remaining),Yorkshire 126/7 (20/20 ov); Durham 129/3 (18.2/20 ov),15/07/2004,Chester-le-Street,North Group,Durham,Yorkshire,Durham,,7,10,Yorkshire,126,7,20,20,Durham,129,3,18.2,20,,
"Midland/Wales/West Group:Gloucestershire v Warwickshire at Bristol- Jul 15, 2004",Warwickshire won (lost fewer wickets),Gloucestershire 135/7 (20/20 ov); Warwickshire 135/5 (20/20 ov),15/07/2004,Bristol,Midland/Wales/West Group,Gloucestershire,Warwickshire,Warwickshire,,,,Gloucestershire,135,7,20,20,Warwickshire,135,5,20,20,,
"South Group:Hampshire v Kent at Southampton- Jul 15, 2004",Hampshire won by 64 runs,Hampshire 177/3 (20/20 ov); Kent 113/9 (20/20 ov),15/07/2004,Southampton,South Group,Hampshire,Kent,Hampshire,64,,,Hampshire,177,3,20,20,Kent,113,9,20,20,,
"North Group:Lancashire v Nottinghamshire at Manchester- Jul 15, 2004",Lancashire won by 7 wickets (with 7 balls remaining),Nottinghamshire 79/5 (8/8 ov); Lancashire 82/3 (6.5/8 ov),15/07/2004,Manchester,North Group,Lancashire,Nottinghamshire,Lancashire,,7,7,Nottinghamshire,79,5,8,8,Lancashire,82,3,6.5,8,,
"South Group:Middlesex v Surrey at Lord's- Jul 15, 2004",Surrey won by 37 runs,Surrey 183/5 (20/20 ov); Middlesex 146/7 (20/20 ov),15/07/2004,Lord's,South Group,Middlesex,Surrey,Surrey,37,,,Surrey,183,5,20,20,Middlesex,146,7,20,20,,
"Midland/Wales/West Group:Somerset v Northamptonshire at Taunton- Jul 15, 2004",Somerset won by 4 runs,Somerset 211/5 (20/20 ov); Northamptonshire 207/5 (20/20 ov),15/07/2004,Taunton,Midland/Wales/West Group,Somerset,Northamptonshire,Somerset,4,,,Somerset,211,5,20,20,Northamptonshire,207,5,20,20,,
"Midland/Wales/West Group:Worcestershire v Glamorgan at Worcester- Jul 15, 2004",Glamorgan won by 20 runs (D/L method),Glamorgan 140/6 (16/16 ov); Worcestershire 120 (14.1/16 ov),15/07/2004,Worcester,Midland/Wales/West Group,Worcestershire,Glamorgan,Glamorgan,20,,,Glamorgan,140,6,16,16,Worcestershire,120,10,14.1,16,1,
"South Group:Essex v Sussex at Chelmsford- Jul 15, 2004",Sussex won by 9 wickets (with 18 balls remaining),Essex 134/8 (20/20 ov); Sussex 136/1 (17/20 ov),15/07/2004,Chelmsford,South Group,Essex,Sussex,Sussex,,9,18,Essex,134,8,20,20,Sussex,136,1,17,20,,
"Quarter-Final:Glamorgan v Warwickshire at Cardiff- Jul 19, 2004",Glamorgan won by 5 wickets (with 6 balls remaining),Warwickshire 158/7 (20/20 ov); Glamorgan 161/5 (19/20 ov),19/07/2004,Cardiff,Quarter-Final,Glamorgan,Warwickshire,Glamorgan,,5,6,Warwickshire,158,7,20,20,Glamorgan,161,5,19,20,,
"Quarter-Final:Hampshire v Lancashire at Southampton- Jul 19, 2004",Lancashire won by 9 wickets (with 21 balls remaining),Hampshire 120/9 (20/20 ov); Lancashire 121/1 (16.3/20 ov),19/07/2004,Southampton,Quarter-Final,Hampshire,Lancashire,Lancashire,,9,21,Hampshire,120,9,20,20,Lancashire,121,1,16.3,20,,
"Quarter-Final:Leicestershire v Essex at Leicester- Jul 19, 2004",Leicestershire won by 14 runs,Leicestershire 180/6 (20/20 ov); Essex 166/7 (20/20 ov),19/07/2004,Leicester,Quarter-Final,Leicestershire,Essex,Leicestershire,14,,,Leicestershire,180,6,20,20,Essex,166,7,20,20,,
"Quarter-Final:Surrey v Worcestershire at The Oval- Jul 19, 2004",Surrey won by 14 runs,Surrey 145/7 (20/20 ov); Worcestershire 131/8 (20/20 ov),19/07/2004,The Oval,Quarter-Final,Surrey,Worcestershire,Surrey,14,,,Surrey,145,7,20,20,Worcestershire,131,8,20,20,,
"1st Semi-Final:Lancashire v Surrey at Birmingham- Aug 7, 2004",Surrey won by 1 run,Surrey 133 (20/20 ov); Lancashire 132/8 (20/20 ov),07/08/2004,Birmingham,1st Semi-Final,Lancashire,Surrey,Surrey,1,,,Surrey,133,10,20,20,Lancashire,132,8,20,20,,
"2nd Semi-Final:Glamorgan v Leicestershire at Birmingham- Aug 7, 2004",Leicestershire won by 21 runs,Leicestershire 165/5 (20/20 ov); Glamorgan 144 (18.5/20 ov),07/08/2004,Birmingham,2nd Semi-Final,Glamorgan,Leicestershire,Leicestershire,21,,,Leicestershire,165,5,20,20,Glamorgan,144,10,18.5,20,,
"Final:Leicestershire v Surrey at Birmingham- Aug 7, 2004",Leicestershire won by 7 wickets (with 5 balls remaining),Surrey 168/6 (20/20 ov); Leicestershire 169/3 (19.1/20 ov),07/08/2004,Birmingham,Final,Leicestershire,Surrey,Leicestershire,,7,5,Surrey,168,6,20,20,Leicestershire,169,3,19.1,20,,
"1st Round:Bloomfield Cricket and Athletic Club v Police Sports Club at Colombo (Colts)- Aug 17, 2004",Bloomfield Cricket and Athletic Club won by 6 wickets (with 20 balls remaining),Police Sports Club 133 (19.2/20 ov); Bloomfield Cricket and Athletic Club 135/4 (16.4/20 ov),17/08/2004,Colombo (Colts),1st Round,Bloomfield Cricket and Athletic Club,Police Sports Club,Bloomfield Cricket and Athletic Club,,6,20,Police Sports Club,133,10,19.2,20,Bloomfield Cricket and Athletic Club,135,4,16.4,20,,
"1st Round:Burgher Recreation Club v Sinhalese Sports Club at Colombo (NCC)- Aug 17, 2004",Burgher Recreation Club won by 3 wickets (with 3 balls remaining),Sinhalese Sports Club 134/9 (20/20 ov); Burgher Recreation Club 137/7 (19.3/20 ov),17/08/2004,Colombo (NCC),1st Round,Burgher Recreation Club,Sinhalese Sports Club,Burgher Recreation Club,,3,3,Sinhalese Sports Club,134,9,20,20,Burgher Recreation Club,137,7,19.3,20,,
"1st Round:Chilaw Marians Cricket Club v Galle Cricket Club at Colombo (Police)- Aug 17, 2004",Chilaw Marians Cricket Club won by 88 runs,Chilaw Marians Cricket Club 198/9 (20/20 ov); Galle Cricket Club 110 (17.3/20 ov),17/08/2004,Colombo (Police),1st Round,Chilaw Marians Cricket Club,Galle Cricket Club,Chilaw Marians Cricket Club,88,,,Chilaw Marians Cricket Club,198,9,20,20,Galle Cricket Club,110,10,17.3,20,,
"1st Round:Colombo Cricket Club v Panadura Sports Club at Colombo (Police)- Aug 17, 2004",Colombo Cricket Club won by 85 runs,Colombo Cricket Club 200/9 (20/20 ov); Panadura Sports Club 115 (16/20 ov),17/08/2004,Colombo (Police),1st Round,Colombo Cricket Club,Panadura Sports Club,Colombo Cricket Club,85,,,Colombo Cricket Club,200,9,20,20,Panadura Sports Club,115,10,16,20,,
"1st Round:Colts Cricket Club v Sri Lanka Air Force Sports Club at Colombo (Moors)- Aug 17, 2004",Colts Cricket Club won by 8 wickets (with 35 balls remaining),Sri Lanka Air Force Sports Club 102 (16.1/20 ov); Colts Cricket Club 106/2 (14.1/20 ov),17/08/2004,Colombo (Moors),1st Round,Colts Cricket Club,Sri Lanka Air Force Sports Club,Colts Cricket Club,,8,35,Sri Lanka Air Force Sports Club,102,10,16.1,20,Colts Cricket Club,106,2,14.1,20,,
"1st Round:Kurunegala Youth Cricket Club v Sebastianites Cricket and Athletic Club at Colombo (Colts)- Aug 17, 2004",Kurunegala Youth Cricket Club won by 76 runs,Kurunegala Youth Cricket Club 166/6 (20/20 ov); Sebastianites Cricket and Athletic Club 90 (14.3/20 ov),17/08/2004,Colombo (Colts),1st Round,Kurunegala Youth Cricket Club,Sebastianites Cricket and Athletic Club,Kurunegala Youth Cricket Club,76,,,Kurunegala Youth Cricket Club,166,6,20,20,Sebastianites Cricket and Athletic Club,90,10,14.3,20,,
"1st Round:Moors Sports Club v Ragama Cricket Club at Colombo (NCC)- Aug 17, 2004",Moors Sports Club won by 15 runs,Moors Sports Club 125 (18.5/20 ov); Ragama Cricket Club 110/8 (20/20 ov),17/08/2004,Colombo (NCC),1st Round,Moors Sports Club,Ragama Cricket Club,Moors Sports Club,15,,,Moors Sports Club,125,10,18.5,20,Ragama Cricket Club,110,8,20,20,,
"1st Round:Nondescripts Cricket Club v Tamil Union Cricket and Athletic Club at Colombo (Moors)- Aug 17, 2004",Nondescripts Cricket Club won by 17 runs,Nondescripts Cricket Club 164/8 (20/20 ov); Tamil Union Cricket and Athletic Club 147/5 (20/20 ov),17/08/2004,Colombo (Moors),1st Round,Nondescripts Cricket Club,Tamil Union Cricket and Athletic Club,Nondescripts Cricket Club,17,,,Nondescripts Cricket Club,164,8,20,20,Tamil Union Cricket and Athletic Club,147,5,20,20,,
"Quarter-Final:Bloomfield Cricket and Athletic Club v Kurunegala Youth Cricket Club at Colombo (RPS)- Sep 2, 2004",Bloomfield Cricket and Athletic Club won by 5 wickets (with 12 balls remaining),Kurunegala Youth Cricket Club 120/6 (20/20 ov); Bloomfield Cricket and Athletic Club 121/5 (18/20 ov),02/09/2004,Colombo (RPS),Quarter-Final,Bloomfield Cricket and Athletic Club,Kurunegala Youth Cricket Club,Bloomfield Cricket and Athletic Club,,5,12,Kurunegala Youth Cricket Club,120,6,20,20,Bloomfield Cricket and Athletic Club,121,5,18,20,,
"Quarter-Final:Colts Cricket Club v Nondescripts Cricket Club at Colombo (RPS)- Sep 2, 2004",Colts Cricket Club won by 4 wickets (with 4 balls remaining),Nondescripts Cricket Club 134 (18.3/20 ov); Colts Cricket Club 135/6 (19.2/20 ov),02/09/2004,Colombo (RPS),Quarter-Final,Colts Cricket Club,Nondescripts Cricket Club,Colts Cricket Club,,4,4,Nondescripts Cricket Club,134,10,18.3,20,Colts Cricket Club,135,6,19.2,20,,
"Quarter-Final:Chilaw Marians Cricket Club v Colombo Cricket Club at Colombo (RPS)- Sep 2, 2004",Chilaw Marians Cricket Club won by 5 wickets (with 14 balls remaining),Colombo Cricket Club 114 (18.3/20 ov); Chilaw Marians Cricket Club 115/5 (17.4/20 ov),02/09/2004,Colombo (RPS),Quarter-Final,Chilaw Marians Cricket Club,Colombo Cricket Club,Chilaw Marians Cricket Club,,5,14,Colombo Cricket Club,114,10,18.3,20,Chilaw Marians Cricket Club,115,5,17.4,20,,
"Quarter-Final:Burgher Recreation Club v Moors Sports Club at Colombo (RPS)- Sep 2, 2004",Burgher Recreation Club won by 9 runs,Burgher Recreation Club 129/8 (20/20 ov); Moors Sports Club 120 (19.2/20 ov),02/09/2004,Colombo (RPS),Quarter-Final,Burgher Recreation Club,Moors Sports Club,Burgher Recreation Club,9,,,Burgher Recreation Club,129,8,20,20,Moors Sports Club,120,10,19.2,20,,
"Semi-Final:Burgher Recreation Club v Chilaw Marians Cricket Club at Colombo (RPS)- Sep 3, 2004",Chilaw Marians Cricket Club won by 58 runs,Chilaw Marians Cricket Club 171/8 (20/20 ov); Burgher Recreation Club 113 (18.5/20 ov),03/09/2004,Colombo (RPS),Semi-Final,Burgher Recreation Club,Chilaw Marians Cricket Club,Chilaw Marians Cricket Club,58,,,Chilaw Marians Cricket Club,171,8,20,20,Burgher Recreation Club,113,10,18.5,20,,
"Semi-Final:Bloomfield Cricket and Athletic Club v Colts Cricket Club at Colombo (RPS)- Sep 3, 2004",Colts Cricket Club won by 1 run,Colts Cricket Club 183/7 (20/20 ov); Bloomfield Cricket and Athletic Club 182/9 (20/20 ov),03/09/2004,Colombo (RPS),Semi-Final,Bloomfield Cricket and Athletic Club,Colts Cricket Club,Colts Cricket Club,1,,,Colts Cricket Club,183,7,20,20,Bloomfield Cricket and Athletic Club,182,9,20,20,,
"Final:Chilaw Marians Cricket Club v Colts Cricket Club at Colombo (RPS)- Sep 3, 2004",Chilaw Marians Cricket Club won by 103 runs,Chilaw Marians Cricket Club 227/6 (20/20 ov); Colts Cricket Club 124 (12.5/20 ov),03/09/2004,Colombo (RPS),Final,Chilaw Marians Cricket Club,Colts Cricket Club,Chilaw Marians Cricket Club,103,,,Chilaw Marians Cricket Club,227,6,20,20,Colts Cricket Club,124,10,12.5,20,,
"Only T20I:New Zealand v Australia at Auckland- Feb 17, 2005",Australia won by 44 runs,Australia 214/5 (20/20 ov); New Zealand 170 (20/20 ov),17/02/2005,Auckland,Only T20I,New Zealand,Australia,Australia,44,,,Australia,214,5,20,20,New Zealand,170,10,20,20,,
"Eagles v Dolphins at Bloemfontein- Mar 30, 2005",Eagles won by 70 runs,Eagles 171/7 (20/20 ov); Dolphins 101/9 (20/20 ov),30/03/2005,Bloemfontein,,Eagles,Dolphins,Eagles,70,,,Eagles,171,7,20,20,Dolphins,101,9,20,20,,
"Lions v Western Province Boland at Johannesburg- Apr 1, 2005",Lions won by 6 wickets (with 6 balls remaining),Western Province Boland 129 (18.3/20 ov); Lions 134/4 (19/20 ov),01/04/2005,Johannesburg,,Lions,Western Province Boland,Lions,,6,6,Western Province Boland,129,10,18.3,20,Lions,134,4,19,20,,
"Warriors v Titans at Port Elizabeth- Apr 1, 2005",No result (abandoned with a toss),,01/04/2005,Port Elizabeth,,Warriors,Titans,No result (abandoned with a toss),,,,,,,,,,,,,,,
"Western Province Boland v Warriors at Cape Town- Apr 3, 2005",Western Province Boland won by 5 wickets (with 6 balls remaining),Warriors 114 (19.1/20 ov); Western Province Boland 115/5 (19/20 ov),03/04/2005,Cape Town,,Western Province Boland,Warriors,Western Province,,5,6,Warriors,114,10,19.1,20,Western Province Boland,115,5,19,20,,
"Titans v Eagles at Centurion- Apr 5, 2005",Titans won by 7 wickets (with 24 balls remaining),Eagles 150/8 (20/20 ov); Titans 151/3 (16/20 ov),05/04/2005,Centurion,,Titans,Eagles,Titans,,7,24,Eagles,150,8,20,20,Titans,151,3,16,20,,
"Dolphins v Lions at Durban- Apr 6, 2005",Lions won by 4 wickets (with 0 balls remaining),Dolphins 164/4 (20/20 ov); Lions 165/6 (20/20 ov),06/04/2005,Durban,,Dolphins,Lions,Lions,,4,0,Dolphins,164,4,20,20,Lions,165,6,20,20,,
"Eagles v Western Province Boland at Bloemfontein- Apr 8, 2005",Eagles won by 8 wickets (with 2 balls remaining),Western Province Boland 129/8 (20/20 ov); Eagles 132/2 (19.4/20 ov),08/04/2005,Bloemfontein,,Eagles,Western Province Boland,Eagles,,8,2,Western Province Boland,129,8,20,20,Eagles,132,2,19.4,20,,
"Warriors v Lions at East London- Apr 8, 2005",Warriors won by 4 wickets (with 3 balls remaining),Lions 136/5 (20/20 ov); Warriors 137/6 (19.3/20 ov),08/04/2005,East London,,Warriors,Lions,Warriors,,4,3,Lions,136,5,20,20,Warriors,137,6,19.3,20,,
"Lions v Eagles at Potchefstroom- Apr 10, 2005",Eagles won by 130 runs,Eagles 225/6 (20/20 ov); Lions 95 (18.3/20 ov),10/04/2005,Potchefstroom,,Lions,Eagles,Eagles,130,,,Eagles,225,6,20,20,Lions,95,10,18.3,20,,
"Titans v Dolphins at Benoni- Apr 10, 2005",Titans won by 5 wickets (with 3 balls remaining),Dolphins 200/4 (20/20 ov); Titans 203/5 (19.3/20 ov),10/04/2005,Benoni,,Titans,Dolphins,Titans,,5,3,Dolphins,200,4,20,20,Titans,203,5,19.3,20,,
"Warriors v Dolphins at Port Elizabeth- Apr 13, 2005",Warriors won by 6 wickets (with 14 balls remaining),Dolphins 140/8 (20/20 ov); Warriors 143/4 (17.4/20 ov),13/04/2005,Port Elizabeth,,Warriors,Dolphins,Warriors,,6,14,Dolphins,140,8,20,20,Warriors,143,4,17.4,20,,
"Dolphins v Western Province Boland at Durban- Apr 15, 2005",Western Province Boland won by 86 runs,Western Province Boland 174/4 (20/20 ov); Dolphins 88 (18.3/20 ov),15/04/2005,Durban,,Dolphins,Western Province Boland,Western Province,86,,,Western Province Boland,174,4,20,20,Dolphins,88,10,18.3,20,,
"Lions v Titans at Johannesburg- Apr 15, 2005",Lions won by 12 runs (D/L method),"Lions 76/1 (7/7 ov); Titans 65/1 (7/7 ov, target: 78)",15/04/2005,Johannesburg,,Lions,Titans,Lions,12,,,Lions,76,1,7,7,Titans,65,1,7,7,1,78
"Eagles v Warriors at Bloemfontein- Apr 17, 2005",Warriors won by 4 wickets (with 5 balls remaining),Eagles 141/8 (20/20 ov); Warriors 145/6 (19.1/20 ov),17/04/2005,Bloemfontein,,Eagles,Warriors,Warriors,,4,5,Eagles,141,8,20,20,Warriors,145,6,19.1,20,,
"Western Province Boland v Titans at Cape Town- Apr 17, 2005",Titans won by 8 wickets (with 30 balls remaining),Western Province Boland 114/9 (20/20 ov); Titans 115/2 (15/20 ov),17/04/2005,Cape Town,,Western Province Boland,Titans,Titans,,8,30,Western Province Boland,114,9,20,20,Titans,115,2,15,20,,
"1st Semi-Final:Titans v Lions at Centurion- Apr 20, 2005",Titans won by 4 wickets (with 1 ball remaining),Lions 150/7 (20/20 ov); Titans 151/6 (19.5/20 ov),20/04/2005,Centurion,1st Semi-Final,Titans,Lions,Titans,,4,1,Lions,150,7,20,20,Titans,151,6,19.5,20,,
"2nd Semi-Final:Warriors v Eagles at Port Elizabeth- Apr 22, 2005",Warriors won by 8 runs,Warriors 119/8 (20/20 ov); Eagles 111/8 (20/20 ov),22/04/2005,Port Elizabeth,2nd Semi-Final,Warriors,Eagles,Warriors,8,,,Warriors,119,8,20,20,Eagles,111,8,20,20,,
"Final:Titans v Warriors at Centurion- Apr 27, 2005",Titans won by 8 wickets (with 18 balls remaining),Warriors 121 (19/20 ov); Titans 125/2 (17/20 ov),27/04/2005,Centurion,Final,Titans,Warriors,Titans,,8,18,Warriors,121,10,19,20,Titans,125,2,17,20,,
